file,line,keyword,code_snippet,risk_level,explanation,needs_modification
src/stage4_biomarker_identification.py,459,id,"explainer.shap_values(x.iloc[test_idx]),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,512,id,"return ""Formant / Bandwidth""",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,579,permutation_importance,"""permutation_importance_mean"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,580,permutation_importance,"""permutation_importance_std_across_folds"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,581,permutation_importance,"""permutation_importance_positive"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,618,permutation_importance,"summary[""rank_permutation_importance""] = rank_desc(",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,619,permutation_importance,"summary[""permutation_importance_mean""]",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,627,permutation_importance,"""rank_permutation_importance"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,653,id,"ax.set_title(""Stage 4 Top 20 Biomarker Candidates"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,669,id,"ax.axvline(0, color=""#333333"", linewidth=0.8)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,710,id,"ax.axvline(0, color=""#333333"", linewidth=0.8)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,755,permutation_importance,"""permutation_importance_mean"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,769,permutation_importance,"(summary[""permutation_importance_mean""] > 0).sum()",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,772,id,"""# Stage 4 Biomarker Candidate Report"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,782,class,"f""- Class distribution: `{audit['class_distribution']}`"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,789,id,"""- Main features exclude `id`, `gender`, `class`, and `sex_male`."",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,789,sex_male,"""- Main features exclude `id`, `gender`, `class`, and `sex_male`."",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,789,gender,"""- Main features exclude `id`, `gender`, `class`, and `sex_male`."",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,789,class,"""- Main features exclude `id`, `gender`, `class`, and `sex_male`."",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,795,id,"""- L1 stability selection used subject-level StratifiedKFold; scaling and L1 Logistic were fit only inside training folds."",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,797,id,"""- XGBoost and SHAP are supplemental evidence only; they are not included in the mean-rank formula and do not change Top 10/20/50 membership."",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,798,id,"""- These features are exploratory biomarker candidates for modeling interpretation and require independent validation."",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,799,id,"""- Some near-constant features were selected by L1, so L1 stability is treated as one evidence source rather than a standalone final conclusion."",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,801,id,"""- The final Top 20 are candidate voice biomarker features, not clinical causal mechanisms."",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,803,id,"""## Top 10 biomarker candidates"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,807,id,"""## Top 20 biomarker candidates"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,811,id,"""## Top 50 biomarker candidates"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,815,id,"""## Supplemental XGBoost/SHAP evidence"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage4_biomarker_identification.py,829,permutation_importance,"""- `results/stage4_permutation_importance_dataset1.csv`"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,846,id,"""- Final ranking combines univariate, stability, permutation, and tree-based evidence rather than relying only on tree importance."",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,847,id,"""- Supplemental XGBoost/SHAP evidence is not used by Stage 5 or Stage 6."",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage4_biomarker_identification.py,905,permutation_importance,"permutation[""permutation_importance_positive""] = (",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,906,permutation_importance,"permutation[""permutation_importance_mean""] > 0",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage4_biomarker_identification.py,937,permutation_importance,"RESULTS_DIR / ""stage4_permutation_importance_dataset1.csv"",",safe,Project implements held-out permutation importance rather than fitting on all data.,no
src/stage5_pd_two_cluster_phenotyping.py,14,cluster,"from sklearn.cluster import AgglomerativeClustering, KMeans",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,53,id,"""id"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,54,gender,"""gender"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,55,class,"""class"",",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,56,sex_male,"""sex_male"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,59,cluster,"LABEL_COLUMN_TOKENS = (""cluster"", ""label"", ""prediction"", ""phenotype"")",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,83,id,"required_subject_columns = {""id"", ""class"", ""sex_male""}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,83,sex_male,"required_subject_columns = {""id"", ""class"", ""sex_male""}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,83,class,"required_subject_columns = {""id"", ""class"", ""sex_male""}",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,92,id,"duplicated_id_count = int(subject_table[""id""].duplicated().sum())",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,93,id,if duplicated_id_count:,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,95,id,"f""Subject table must contain one row per subject; duplicated ids: {duplicated_id_count}""",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,120,id,def is_forbidden_feature_column(column: str) -> bool:,safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,129,id,if not is_forbidden_feature_column(column),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,136,id,forbidden = sorted(set(columns) & METADATA_COLUMNS),safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,137,id,if forbidden:,safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,138,id,"raise ValueError(f""Forbidden metadata columns entered acoustic features: {forbidden}"")",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,142,id,def validate_pd_subjects(subject_table: pd.DataFrame) -> pd.DataFrame:,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,143,class,"before_counts = subject_table[""class""].value_counts().sort_index().to_dict()",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,147,class,"pd_subjects = subject_table.loc[subject_table[""class""] == PD_LABEL].copy()",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,164,id,"for column in [""id"", ""gender"", ""class"", ""sex_male"", ""record_count""]",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,164,sex_male,"for column in [""id"", ""gender"", ""class"", ""sex_male"", ""record_count""]",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,164,gender,"for column in [""id"", ""gender"", ""class"", ""sex_male"", ""record_count""]",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,164,class,"for column in [""id"", ""gender"", ""class"", ""sex_male"", ""record_count""]",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,172,class,"""class_distribution_before_filter"": str(",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,175,class,"for k, v in subject_table[""class""]",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,181,class,"""class_distribution_after_filter"": str(",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,184,class,"for k, v in pd_subjects[""class""].value_counts().sort_index().items()",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,188,id,"""duplicated_id_count"": int(subject_table[""id""].duplicated().sum()),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,198,cluster,"write_csv(audit, RESULTS_DIR / ""stage5_pd_subject_clustering_input_audit.csv"")",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,223,id,"return ""Formant / Bandwidth""",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,236,fit_transform,scaled = StandardScaler().fit_transform(data.to_numpy(dtype=float)),warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,236,StandardScaler(,scaled = StandardScaler().fit_transform(data.to_numpy(dtype=float)),warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,241,PCA(,"pca = PCA(n_components=0.90, random_state=RANDOM_STATE)",warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,243,PCA(,"pca = PCA(n_components=int(representation.split(""_"", maxsplit=1)[1]), random_state=RANDOM_STATE)",warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,247,fit_transform,projected = pca.fit_transform(scaled),warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,251,cluster,def cluster_labels(,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,256,cluster,"n_clusters=2,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,268,cluster,"return AgglomerativeClustering(n_clusters=2, linkage=""ward"").fit_predict(matrix)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,269,cluster,"raise ValueError(f""Unknown clustering method: {method}"")",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,272,cluster,"def clustering_quality(matrix: np.ndarray, labels: np.ndarray) -> tuple[float, float, float, str]:",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,275,cluster,"return np.nan, np.nan, np.nan, ""single cluster produced""",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,300,cluster,sample_labels = cluster_labels(,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,310,id,def run_clustering_candidates(,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,310,cluster,def run_clustering_candidates(,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,321,id,"candidate_artifacts: dict[tuple[str, str, str], dict[str, Any]] = {}",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,328,cluster,"labels = cluster_labels(matrix, method)",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,330,cluster,cluster_0_size = int(counts.loc[0]),warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,331,cluster,cluster_1_size = int(counts.loc[1]),warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,332,cluster,"smaller_cluster_size = int(min(cluster_0_size, cluster_1_size))",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,333,cluster,smaller_cluster_ratio = float(smaller_cluster_size / len(labels)),warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,335,cluster,"silhouette, calinski, davies, metric_warning = clustering_quality(matrix, labels)",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,346,cluster,if smaller_cluster_ratio < 0.10:,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,347,cluster,"warnings.append(""smaller_cluster_ratio < 0.10; not eligible for recommendation"")",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,354,cluster,"""clustering_method"": method,",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,359,cluster,"""cluster_0_size"": cluster_0_size,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,360,cluster,"""cluster_1_size"": cluster_1_size,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,361,cluster,"""smaller_cluster_size"": smaller_cluster_size,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,362,cluster,"""smaller_cluster_ratio"": smaller_cluster_ratio,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,373,id,candidate_artifacts[key] = {,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,382,id,"return metrics, candidate_artifacts",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,387,id,"valid = values.replace([np.inf, -np.inf], np.nan)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,388,id,min_value = valid.min(skipna=True),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,389,id,max_value = valid.max(skipna=True),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,392,id,scaled = (valid - min_value) / (max_value - min_value),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,400,cluster,"eligible = out[""smaller_cluster_ratio""] >= 0.10",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,402,id,"raise ValueError(""No clustering candidate has smaller_cluster_ratio >= 0.10"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,402,cluster,"raise ValueError(""No clustering candidate has smaller_cluster_ratio >= 0.10"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,404,cluster,"balance = 1 - (0.5 - out[""smaller_cluster_ratio""]).abs() / 0.5",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,422,id,"best_index = int(out[""selection_score""].idxmax())",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,431,id,"best_index = int(top20_close[""selection_score""].idxmax())",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,439,id,"best_index = int(interpretable_close[""selection_score""].idxmax())",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,446,cluster,"str(out.loc[best_index, ""clustering_method""]),",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,452,fit_transform,scaled = StandardScaler().fit_transform(data.to_numpy(dtype=float)),warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,452,StandardScaler(,scaled = StandardScaler().fit_transform(data.to_numpy(dtype=float)),warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,453,fit_transform,"return PCA(n_components=2, random_state=RANDOM_STATE).fit_transform(scaled)",warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,453,PCA(,"return PCA(n_components=2, random_state=RANDOM_STATE).fit_transform(scaled)",warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,456,cluster,def write_cluster_assignments(,safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,467,id,"""id"": pd_subjects[""id""].to_numpy(),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,468,class,"""class"": pd_subjects[""class""].to_numpy(),",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,469,sex_male,"""sex_male"": pd_subjects[""sex_male""].to_numpy(),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,470,cluster,"""cluster"": labels,",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,471,cluster,"""cluster_size"": [int(counts[label]) for label in labels],",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,474,cluster,"""clustering_method"": method,",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,479,cluster,"write_csv(assignments, RESULTS_DIR / ""stage5_cluster_assignments_dataset1_pd.csv"")",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,479,stage5_cluster,"write_csv(assignments, RESULTS_DIR / ""stage5_cluster_assignments_dataset1_pd.csv"")",safe,"Metadata/label column appears in validation, exclusion, audit, assignment, or post-hoc description.",no
src/stage5_pd_two_cluster_phenotyping.py,486,id,valid = np.isfinite(p),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,487,id,if not valid.any():,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,489,id,valid_p = p[valid],safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,490,id,order = np.argsort(valid_p),safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,491,id,ordered_p = valid_p[order],safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,498,id,adjusted[valid] = q,safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,515,cluster,def cluster_feature_differences(,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,522,fit_transform,"StandardScaler().fit_transform(raw.to_numpy(dtype=float)),",warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,522,StandardScaler(,"StandardScaler().fit_transform(raw.to_numpy(dtype=float)),",warning,Unsupervised PD-only clustering fits scaler/PCA on the PD subject subset; this is acceptable only because it is not supervised CV and forbidden columns are excluded.,no
src/stage5_pd_two_cluster_phenotyping.py,527,cluster,cluster_0_mask = labels == 0,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,528,cluster,cluster_1_mask = labels == 1,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,531,cluster,"raw_0 = raw.loc[cluster_0_mask, feature].to_numpy(dtype=float)",warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,532,cluster,"raw_1 = raw.loc[cluster_1_mask, feature].to_numpy(dtype=float)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,533,cluster,"z_0 = scaled.loc[cluster_0_mask, feature].to_numpy(dtype=float)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,534,cluster,"z_1 = scaled.loc[cluster_1_mask, feature].to_numpy(dtype=float)",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,537,id,"u_stat, p_value = mannwhitneyu(raw_0, raw_1, alternative=""two-sided"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,549,cluster,"""cluster_0_mean"": float(np.mean(raw_0)),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,550,cluster,"""cluster_1_mean"": float(np.mean(raw_1)),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,551,cluster,"""mean_difference_cluster1_minus_cluster0"": mean_difference,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,552,cluster,"""cluster_0_zmean"": float(np.mean(z_0)),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,553,cluster,"""cluster_1_zmean"": float(np.mean(z_1)),",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,554,cluster,"""zmean_difference_cluster1_minus_cluster0"": z_difference,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,555,cluster,"""cohens_d_cluster1_minus_cluster0"": d_value,",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,561,cluster,"""higher_in_cluster_1""",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,563,cluster,"else ""higher_in_cluster_0""",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,575,cluster,"""cluster_0_mean"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,576,cluster,"""cluster_1_mean"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,577,cluster,"""mean_difference_cluster1_minus_cluster0"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,578,cluster,"""cluster_0_zmean"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,579,cluster,"""cluster_1_zmean"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,580,cluster,"""zmean_difference_cluster1_minus_cluster0"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,581,cluster,"""cohens_d_cluster1_minus_cluster0"",",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,596,cluster,"write_csv(differences, RESULTS_DIR / ""stage5_cluster_feature_differences.csv"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,596,stage5_cluster,"write_csv(differences, RESULTS_DIR / ""stage5_cluster_feature_differences.csv"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,597,cluster,"write_csv(top_features, RESULTS_DIR / ""stage5_cluster_interpretation_top_features.csv"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,597,stage5_cluster,"write_csv(top_features, RESULTS_DIR / ""stage5_cluster_interpretation_top_features.csv"")",safe,Metadata/label token occurrence is not evidence of feature leakage by itself.,no
src/stage5_pd_two_cluster_phenotyping.py,601,cluster,def plot_pca_clusters(,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
src/stage5_pd_two_cluster_phenotyping.py,610,cluster,for cluster in sorted(np.unique(labels)):,warning,Label appears as a target or derived assignment; verify it is not part of feature matrices.,no
